variable_0,variable_1,variable_2,variable_3,variable_4,variable_5,variable_6,variable_7,variable_8,variable_9,variable_10,variable_11,variable_12,variable_13,variable_14,variable_15,variable_16,variable_17,State,ID,target
71,3.94,4.95,0,0,14.6,17.68,197.0,8,16.75,104.0,0,110.1,125,92,123,415,0,KY,1725,0
1,1.89,9.52,0,0,7.0,33.34,296.5,2,25.2,196.1,0,211.5,82,107,91,415,1,TN,1726,0
125,2.32,10.73,0,0,8.6,23.31,209.8,4,17.83,137.1,0,238.4,83,94,114,408,1,MD,1727,0
11,1.89,10.49,38,0,7.0,35.67,196.6,7,16.71,209.8,1,233.0,84,130,79,510,1,WV,1728,0
97,2.3,8.63,32,0,8.5,28.63,225.9,7,19.2,168.4,1,191.8,97,129,95,408,0,MI,1729,0
67,2.7,9.36,0,0,10.0,44.27,208.2,2,17.7,260.4,0,207.9,104,107,115,408,6,VT,1730,0
90,2.94,6.61,0,0,10.9,24.74,217.7,2,18.5,145.5,0,146.9,114,92,123,415,3,NE,1731,0
88,2.92,6.37,0,0,10.8,19.33,165.1,3,14.03,113.7,0,141.5,127,67,142,415,1,IA,1732,0
66,1.92,7.77,33,0,7.1,15.1,109.6,9,9.32,88.8,1,172.7,94,104,107,510,3,KY,1733,0
68,3.16,7.84,0,0,11.7,29.36,139.1,1,11.82,172.7,0,174.3,90,95,99,510,2,AR,1734,0
130,3.86,12.15,0,0,14.3,20.49,189.7,2,16.12,120.5,0,270.1,52,127,107,415,1,TX,1735,0
174,3.08,7.5,0,0,11.4,32.66,169.9,4,14.44,192.1,0,166.6,94,97,54,408,1,ID,1736,0
108,2.59,11.69,34,0,9.6,27.56,171.8,3,14.6,162.1,1,259.8,117,83,76,510,4,TN,1737,1
99,2.86,7.46,33,0,10.6,30.45,238.3,1,20.26,179.1,1,165.7,102,93,96,415,2,SC,1738,0
24,4.13,8.29,0,0,15.3,41.31,183.9,6,15.63,243.0,0,184.3,77,91,109,510,0,KS,1739,1
38,3.75,7.35,0,0,13.9,25.33,49.2,11,4.18,149.0,0,163.3,78,92,93,510,0,TX,1740,0
56,1.86,6.32,0,0,6.9,38.42,248.5,11,21.12,226.0,0,140.5,118,112,142,415,1,RI,1741,0
40,2.21,12.69,0,1,8.2,29.02,179.1,9,15.22,170.7,0,281.9,108,55,89,510,3,MN,1742,0
130,2.92,9.24,19,0,10.8,25.99,213.2,6,18.12,152.9,1,205.3,99,87,114,408,2,MT,1743,0
194,2.94,8.64,0,0,10.9,27.59,213.7,2,18.16,162.3,0,192.1,118,88,81,408,0,OK,1744,0
67,2.48,11.09,0,0,9.2,52.77,66.5,10,5.65,310.4,0,246.5,123,97,99,510,4,LA,1745,0
146,2.21,6.67,32,0,8.2,26.18,185.5,4,15.77,154.0,1,148.2,91,80,107,415,3,AL,1746,0
45,2.13,10.6,29,0,7.9,23.09,222.5,6,18.91,135.8,1,235.6,101,104,92,510,2,MO,1747,0
97,1.73,7.08,15,0,6.4,19.99,196.3,3,16.69,117.6,1,157.4,126,97,113,415,1,MT,1748,0
95,2.27,5.77,0,0,8.4,26.74,197.5,4,16.79,157.3,0,128.2,77,116,111,510,2,KY,1749,0
44,2.57,9.69,0,0,9.5,49.1,175.9,2,14.95,288.8,0,215.4,87,86,106,408,0,OK,1750,1
170,3.51,10.93,37,0,13.0,30.28,242.8,4,20.64,178.1,1,243.0,103,130,93,510,0,ID,1751,0
99,3.02,12.22,0,0,11.2,32.37,158.1,4,13.44,190.4,0,271.5,107,102,92,408,2,ID,1752,0
171,3.32,9.31,0,0,12.3,39.3,188.7,1,16.04,231.2,0,206.9,74,135,124,415,1,WY,1753,0
81,1.4,8.39,0,0,5.2,24.72,129.3,4,10.99,145.4,0,186.4,91,132,109,415,1,NV,1754,0
106,2.75,8.93,0,0,10.2,26.98,64.3,4,5.47,158.7,0,198.5,139,74,103,408,1,NY,1755,0
152,3.19,6.89,0,0,11.8,27.44,163.6,5,13.91,161.4,0,153.2,88,84,121,510,1,WA,1756,0
94,0.7,10.72,0,0,2.6,35.19,167.4,6,14.23,207.0,0,238.2,80,109,117,408,1,WY,1757,0
101,1.65,9.32,0,0,6.1,42.26,174.9,3,14.87,248.6,0,207.2,93,102,86,415,3,WI,1758,0
64,3.56,8.73,0,1,13.2,40.15,218.6,2,18.58,236.2,0,194.1,85,77,97,408,2,MS,1759,1
74,2.67,8.13,31,0,9.9,42.4,209.5,2,17.81,249.4,1,180.6,59,70,75,510,4,GA,1760,0
45,2.43,10.81,0,0,9.0,19.18,218.8,3,18.6,112.8,0,240.2,120,108,106,408,2,WI,1761,0
72,3.59,11.82,0,0,13.3,28.31,261.0,5,22.19,166.5,0,262.7,103,102,85,415,0,AL,1762,0
46,3.02,9.75,0,0,11.2,33.44,205.9,5,17.5,196.7,0,216.6,74,85,112,408,3,VT,1763,0
139,3.13,6.13,0,0,11.6,46.17,156.0,9,13.26,271.6,0,136.3,131,130,108,415,2,WV,1764,0
72,4.46,8.42,21,0,16.5,31.74,335.0,4,28.48,186.7,1,187.2,86,108,119,408,1,CT,1765,0
131,2.57,11.91,36,0,9.5,36.41,161.7,4,13.74,214.2,1,264.7,117,115,102,408,3,NE,1766,0
88,3.51,10.28,25,1,13.0,49.05,203.4,5,17.29,288.5,1,228.4,74,114,117,415,1,IN,1767,0
209,2.3,9.81,0,0,8.5,43.37,230.6,5,19.6,255.1,0,218.0,110,124,69,510,3,SC,1768,1
120,3.73,7.0,0,0,13.8,42.86,226.1,3,19.22,252.1,0,155.6,103,110,83,415,1,CA,1769,0
131,1.4,11.25,0,0,5.2,33.34,185.5,6,15.77,196.1,0,250.0,87,89,132,415,2,WV,1770,0
47,2.24,9.17,28,0,8.3,29.39,137.6,6,11.7,172.9,1,203.8,94,109,109,415,1,ID,1771,0
59,3.38,5.15,0,0,12.5,26.11,205.5,10,17.47,153.6,0,114.5,88,92,89,510,1,CO,1772,0
86,3.13,11.49,16,0,11.6,24.62,206.2,2,17.53,144.8,1,255.4,111,105,117,510,4,IL,1773,0
118,2.7,12.19,0,0,10.0,32.18,233.5,1,19.85,189.3,0,270.9,112,119,104,408,2,VA,1774,0
49,3.0,8.04,0,0,11.1,20.28,215.1,1,18.28,119.3,0,178.7,109,117,90,510,1,HI,1775,0
50,2.3,7.13,22,0,8.5,42.99,177.9,4,15.12,252.9,1,158.4,99,112,146,415,3,MT,1776,0
91,1.78,8.8,0,0,6.6,22.9,295.3,5,25.1,134.7,0,195.5,98,116,121,408,2,MI,1777,0
101,2.92,12.38,0,0,10.8,31.26,255.9,11,21.75,183.9,0,275.0,101,115,145,415,1,MN,1778,0
139,3.48,8.19,25,0,12.9,16.35,178.9,10,15.21,96.2,1,182.1,70,112,84,510,2,MN,1779,0
141,2.84,10.33,36,0,10.5,31.88,241.4,5,20.52,187.5,1,229.5,116,99,105,510,3,IA,1780,0
102,4.27,7.54,0,0,15.8,38.2,129.4,6,11.0,224.7,0,167.6,112,81,109,408,1,AL,1781,0
99,4.27,10.17,0,0,15.8,36.92,246.7,7,20.97,217.2,0,226.1,89,112,89,510,3,RI,1782,0
80,3.27,7.58,0,0,12.1,37.4,207.7,3,17.65,220.0,0,168.4,76,114,137,415,2,KY,1783,0
98,2.54,8.45,0,0,9.4,21.47,166.8,2,14.18,126.3,0,187.8,85,102,135,408,3,GA,1784,0
63,3.02,11.37,0,0,11.2,27.97,147.9,2,12.57,164.5,0,252.7,118,75,97,415,0,TN,1785,0
136,2.43,10.96,29,1,9.0,14.48,230.4,3,19.58,85.2,1,243.6,85,98,104,408,2,DE,1786,0
85,3.24,8.47,0,0,12.0,40.09,157.2,3,13.36,235.8,0,188.2,94,109,99,415,0,HI,1787,0
120,2.89,9.05,0,0,10.7,22.39,163.1,3,13.86,131.7,0,201.1,109,99,116,415,1,MS,1788,0
95,2.73,9.36,0,1,10.1,38.91,255.7,2,21.73,228.9,0,208.0,71,134,120,408,4,NH,1789,1
202,1.62,8.36,0,0,6.0,19.62,178.7,3,15.19,115.4,0,185.7,70,137,113,510,3,GA,1790,0
77,2.05,9.57,0,0,7.6,39.75,266.5,3,22.65,233.8,0,212.7,94,104,104,510,2,OR,1791,0
51,2.81,10.24,0,0,10.4,8.81,230.2,4,19.57,51.8,0,227.5,104,107,118,510,2,OR,1792,0
201,4.08,5.22,21,0,15.1,32.64,239.1,3,20.32,192.0,1,116.1,81,97,125,415,1,TX,1793,0
54,3.38,5.81,39,0,12.5,24.46,210.3,8,17.88,143.9,1,129.2,117,73,117,408,2,WY,1794,0
99,3.08,10.52,0,0,11.4,34.0,107.9,2,9.17,200.0,0,233.7,104,66,82,415,3,NE,1795,0
39,2.65,8.83,0,0,9.8,26.2,204.2,4,17.36,154.1,0,196.2,112,104,92,408,2,ME,1796,0
74,2.7,6.84,0,0,10.0,34.07,309.2,2,26.28,200.4,0,152.1,105,87,118,415,1,OK,1797,0
61,1.73,10.16,27,0,6.4,31.88,146.6,6,12.46,187.5,1,225.7,103,124,129,510,4,MS,1798,1
111,2.35,7.34,0,0,8.7,24.85,261.5,3,22.23,146.2,0,163.2,83,55,116,415,3,WY,1799,0
95,2.78,6.02,41,1,10.3,23.26,200.8,9,17.07,136.8,1,133.7,61,91,67,510,5,VT,1800,1
64,3.73,6.53,0,0,13.8,44.52,148.1,4,12.59,261.9,0,145.2,99,113,74,408,0,NE,1801,0
129,3.38,11.75,0,0,12.5,25.5,232.4,6,19.75,150.0,0,261.2,101,98,123,415,1,NV,1802,0
162,3.08,9.56,0,0,11.4,19.57,196.8,3,16.73,115.1,0,212.4,111,89,98,415,2,NV,1803,0
116,3.16,8.67,29,1,11.7,27.59,279.3,2,23.74,162.3,1,192.7,79,91,131,510,3,ID,1804,1
121,2.03,5.06,34,0,7.5,41.65,216.9,8,18.44,245.0,1,112.4,66,95,125,408,0,AK,1805,0
35,1.86,10.34,0,0,6.9,26.96,130.4,5,11.08,158.6,0,229.8,96,67,80,408,2,NJ,1806,0
152,2.43,8.88,0,0,9.0,38.78,136.4,2,11.59,228.1,0,197.3,106,93,107,510,1,NH,1807,0
93,2.94,7.59,0,0,10.9,40.77,251.8,10,21.4,239.8,0,168.6,99,70,112,415,1,NM,1808,0
74,3.81,9.33,0,1,14.1,21.39,207.7,4,17.65,125.8,0,207.4,96,103,143,510,1,KY,1809,1
72,2.65,9.49,0,0,9.8,43.01,219.3,4,18.64,253.0,0,210.8,78,73,89,415,0,MT,1810,0
122,2.32,9.23,22,0,8.6,34.77,139.6,5,11.87,204.5,1,205.0,121,92,103,510,2,AZ,1811,0
90,3.59,9.6,26,1,13.3,28.73,188.8,3,16.05,169.0,1,213.3,104,104,76,415,0,TX,1812,1
44,2.86,10.83,0,0,10.6,40.85,164.6,2,13.99,240.3,0,240.7,83,146,106,415,1,NE,1813,0
119,3.62,8.14,0,0,13.4,26.27,193.6,3,16.46,154.5,0,180.9,87,129,145,510,2,IN,1814,0
1,2.27,11.17,30,0,8.4,31.13,232.6,2,19.77,183.1,1,248.3,110,95,110,415,0,NJ,1815,0
111,3.24,8.21,0,0,12.0,36.43,208.5,2,17.72,214.3,0,182.4,76,118,98,510,1,WV,1816,0
94,2.84,8.46,0,0,10.5,37.54,156.2,4,13.28,220.8,0,187.9,67,111,89,415,2,AZ,1817,0
67,2.32,9.65,0,0,8.6,36.64,190.7,6,16.21,215.5,0,214.5,95,102,106,415,1,NM,1818,0
201,1.89,8.78,0,0,7.0,36.16,225.2,6,19.14,212.7,0,195.1,90,72,99,510,1,UT,1819,0
141,2.16,9.82,37,0,8.0,31.52,178.5,3,15.17,185.4,1,218.3,128,87,107,415,4,DC,1820,0
155,3.05,7.58,0,0,11.3,30.84,167.7,3,14.25,181.4,0,168.5,92,111,122,415,3,FL,1821,0
179,1.65,8.61,0,0,6.1,39.87,164.2,4,13.96,234.5,0,191.4,94,134,72,408,1,IL,1822,0
58,3.02,7.39,29,0,11.2,40.87,118.9,3,10.11,240.4,1,164.2,91,80,108,510,1,MT,1823,0
127,3.7,9.15,0,0,13.7,24.94,203.5,3,17.3,146.7,0,203.4,78,91,110,408,1,WA,1824,0
101,3.11,2.4,0,0,11.5,20.16,199.6,5,16.97,118.6,0,53.3,97,89,61,415,1,OR,1825,0
23,2.54,13.26,31,0,9.4,26.62,161.5,6,13.73,156.6,1,294.6,96,84,107,510,1,WV,1826,0
151,1.49,10.11,0,0,5.5,33.12,292.7,3,24.88,194.8,0,224.6,103,106,82,415,0,ID,1827,0
37,3.24,9.57,0,0,12.0,39.73,207.9,2,17.67,233.7,0,212.7,109,114,101,415,2,NV,1828,0
42,1.89,4.67,0,0,7.0,25.62,246.7,4,20.97,150.7,0,103.8,96,52,118,415,2,MT,1829,0
110,4.13,6.76,0,0,15.3,31.96,90.5,3,7.69,188.0,0,150.3,118,127,64,510,3,OK,1830,0
149,2.38,8.9,0,1,8.8,30.75,194.9,9,16.57,180.9,0,197.8,83,79,109,510,3,OK,1831,0
58,3.97,9.27,0,0,14.7,22.42,167.6,5,14.25,131.9,0,205.9,107,96,106,510,3,AK,1832,0
153,4.08,9.27,0,0,15.1,31.5,208.0,3,17.68,185.3,0,206.1,73,127,124,408,1,NM,1833,0
149,1.54,11.23,0,1,5.7,29.95,145.0,4,12.33,176.2,0,249.5,81,87,92,415,0,OR,1834,0
76,1.46,7.69,0,0,5.4,29.44,131.2,3,11.15,173.2,0,170.9,80,93,104,408,0,MS,1835,0
112,3.83,13.78,0,0,14.2,45.22,214.6,2,18.24,266.0,0,306.2,94,97,100,415,2,SC,1836,1
136,2.38,9.65,24,0,8.8,29.68,176.6,5,15.01,174.6,1,214.4,114,76,91,415,2,MS,1837,0
79,3.05,8.51,0,0,11.3,26.67,122.2,5,10.39,156.9,0,189.1,87,109,103,415,3,MA,1838,0
105,3.48,10.87,42,0,12.9,17.32,223.1,2,18.96,101.9,1,241.6,97,79,77,510,0,IN,1839,0
143,2.75,10.33,0,0,10.2,33.03,123.6,2,10.51,194.3,0,229.5,133,99,99,510,2,WI,1840,0
109,2.43,7.38,46,0,9.0,36.98,233.7,3,19.86,217.5,1,163.9,84,123,99,415,4,SC,1841,0
91,1.78,9.47,27,0,6.6,34.78,136.0,2,11.56,204.6,1,210.5,93,96,82,510,3,AR,1842,0
67,2.86,6.86,0,0,10.6,29.95,236.0,4,20.06,176.2,0,152.5,138,120,104,408,1,VA,1843,0
85,2.67,8.99,0,0,9.9,31.18,168.8,4,14.35,183.4,0,199.7,98,111,97,510,4,NC,1844,0
126,3.08,8.26,0,1,11.4,40.75,281.7,1,23.94,239.7,0,183.5,92,87,113,415,1,NY,1845,1
141,3.32,13.05,39,0,12.3,19.87,276.5,2,23.5,116.9,1,289.9,88,127,125,415,0,IN,1846,0
59,2.46,10.2,31,1,9.1,38.25,191.3,3,16.26,225.0,1,226.7,79,78,79,510,1,NJ,1847,0
152,2.81,5.55,0,0,10.4,54.03,152.9,7,13.0,317.8,0,123.4,100,60,63,415,1,MN,1848,1
91,1.97,10.69,0,0,7.3,21.05,319.0,4,27.12,123.8,0,237.6,125,107,78,510,2,UT,1849,0
10,3.48,10.23,0,0,12.9,37.77,153.1,4,13.01,222.2,0,227.4,125,127,80,415,1,VA,1850,0
132,2.75,8.83,0,0,10.2,35.05,211.2,6,17.95,206.2,0,196.2,118,100,122,408,1,MO,1851,0
130,1.62,9.11,0,0,6.0,22.51,200.3,1,17.03,132.4,0,202.5,110,81,103,510,2,DC,1852,0
115,3.81,6.72,0,0,14.1,16.95,145.1,4,12.33,99.7,0,149.4,96,107,99,510,2,KY,1853,0
122,2.48,8.57,27,0,9.2,43.13,229.2,5,19.48,253.7,1,190.5,109,84,123,408,7,KY,1854,0
99,2.03,8.78,0,0,7.5,9.32,173.0,3,14.71,54.8,0,195.1,103,92,125,408,1,TN,1855,0
148,3.08,8.15,0,0,11.4,30.31,282.6,4,24.02,178.3,0,181.0,110,98,98,415,1,NE,1856,0
121,3.62,10.86,0,1,13.4,28.51,93.7,1,7.96,167.7,0,241.3,121,94,115,408,3,CO,1857,1
46,3.62,9.2,0,0,13.4,43.76,261.1,5,22.19,257.4,0,204.4,91,67,107,408,2,NJ,1858,1
119,3.75,9.76,0,0,13.9,48.81,159.3,1,13.54,287.1,0,216.8,99,115,86,408,2,PA,1859,1
73,2.89,9.64,0,0,10.7,48.69,178.2,14,15.15,286.4,0,214.2,67,109,152,408,1,TX,1860,1
83,3.08,10.59,0,0,11.4,20.04,160.4,10,13.63,117.9,0,235.3,92,101,150,408,0,MO,1861,0
129,1.78,11.03,27,0,6.6,33.42,180.6,5,15.35,196.6,1,245.0,95,89,83,510,1,CT,1862,0
111,2.65,8.37,0,0,9.8,25.87,137.2,3,11.66,152.2,0,185.9,102,114,97,510,0,WA,1863,0
160,1.51,10.29,0,0,5.6,36.86,207.3,2,17.62,216.8,0,228.6,117,77,117,408,1,NY,1864,0
44,1.97,8.94,0,0,7.3,52.46,150.8,3,12.82,308.6,0,198.7,94,139,66,415,4,IA,1865,1
113,3.29,6.66,0,0,12.2,31.62,237.4,6,20.18,186.0,0,148.1,105,55,83,415,1,NJ,1866,0
97,2.94,8.02,0,1,10.9,24.43,273.0,3,23.21,143.7,0,178.3,82,117,81,415,0,TX,1867,0
57,3.97,10.26,30,0,14.7,30.46,283.2,5,24.07,179.2,1,228.1,83,105,77,415,1,IL,1868,0
100,2.16,8.67,27,0,8.0,37.69,236.1,4,20.07,221.7,1,192.7,70,100,91,415,0,MN,1869,0
158,2.78,13.6,0,0,10.3,33.3,89.1,3,7.57,195.9,0,302.2,95,103,82,415,1,MI,1870,0
148,3.05,11.39,0,0,11.3,21.15,179.7,6,15.27,124.4,0,253.0,81,83,99,415,0,DE,1871,0
111,3.43,5.76,0,0,12.7,22.54,221.1,2,18.79,132.6,0,127.9,67,125,101,415,4,NM,1872,1
98,1.19,7.21,21,0,4.4,27.4,252.2,8,21.44,161.2,1,160.2,83,114,92,510,4,IA,1873,0
63,2.78,7.83,13,0,10.3,36.41,181.2,2,15.4,214.2,1,174.0,88,61,68,510,0,WI,1874,0
130,1.65,10.43,0,0,6.1,21.59,206.9,6,17.59,127.0,0,231.7,107,102,99,408,0,TN,1875,0
147,3.0,10.22,35,1,11.1,26.78,189.6,2,16.12,157.5,1,227.0,67,109,76,408,3,ND,1876,1
151,2.65,11.97,0,0,9.8,30.38,292.1,4,24.83,178.7,0,265.9,138,116,101,408,0,LA,1877,0
70,2.59,11.52,0,0,9.6,21.47,141.6,2,12.04,126.3,0,255.9,106,99,96,510,0,TN,1878,0
106,2.35,5.47,0,0,8.7,37.52,270.2,5,22.97,220.7,0,121.6,95,120,113,408,1,LA,1879,0
141,2.11,7.22,22,0,7.8,36.62,328.7,6,27.94,215.4,1,160.5,98,123,89,510,1,AZ,1880,0
101,3.4,8.83,17,0,12.6,32.96,189.8,7,16.13,193.9,1,196.3,81,71,97,510,0,ID,1881,0
196,2.78,9.97,0,0,10.3,22.63,206.5,8,17.55,133.1,0,221.6,120,80,96,415,1,TN,1882,0
161,2.11,10.06,0,0,7.8,17.92,214.8,5,18.26,105.4,0,223.6,122,70,126,415,0,OR,1883,0
75,2.62,7.92,0,1,9.7,35.92,105.6,4,8.98,211.3,0,175.9,119,61,63,408,4,ME,1884,1
95,3.02,10.67,0,0,11.2,40.34,154.0,6,13.09,237.3,0,237.0,65,83,105,408,1,WI,1885,0
145,3.0,10.51,30,1,11.1,29.8,153.3,3,13.03,175.3,1,233.6,116,107,85,510,1,MS,1886,0
122,3.54,10.68,0,0,13.1,39.8,200.2,9,17.02,234.1,0,237.4,121,101,89,415,2,MN,1887,0
150,3.29,7.25,0,0,12.2,23.22,209.4,2,17.8,136.6,0,161.1,81,112,78,415,4,LA,1888,1
116,2.43,8.06,12,0,9.0,37.57,151.0,6,12.84,221.0,1,179.0,118,108,80,510,2,WY,1889,0
74,3.94,6.21,33,0,14.6,32.93,246.1,3,20.92,193.7,1,138.0,96,91,92,510,2,MN,1890,0
71,1.81,12.66,0,0,6.7,33.64,181.5,5,15.43,197.9,0,281.4,109,108,56,415,3,DE,1891,0
117,2.08,7.98,0,0,7.7,26.98,181.7,10,15.44,158.7,0,177.3,91,84,67,510,2,AL,1892,0
172,4.81,7.23,0,0,17.8,34.66,234.0,4,19.89,203.9,0,160.7,123,109,65,408,4,OK,1893,0
131,2.67,11.57,0,0,9.9,28.31,210.2,5,17.87,166.5,0,257.2,107,129,93,415,1,KY,1894,0
139,2.62,8.9,0,0,9.7,34.54,152.5,3,12.96,203.2,0,197.8,99,81,76,510,2,DC,1895,0
163,2.86,6.87,0,0,10.6,30.38,215.7,2,18.33,178.7,0,152.7,79,56,84,510,4,AZ,1896,0
67,2.48,10.46,0,0,9.2,23.61,208.9,3,17.76,138.9,0,232.4,109,65,82,415,2,VA,1897,0
93,2.94,5.68,0,0,10.9,19.43,221.1,9,18.79,114.3,0,126.3,103,100,88,408,0,NV,1898,0
152,2.0,3.51,0,0,7.4,33.51,130.1,4,11.06,197.1,0,78.1,76,126,100,415,3,VT,1899,0
102,2.62,11.29,0,0,9.7,31.76,173.7,4,14.76,186.8,0,250.9,123,92,131,415,2,DC,1900,0
86,3.4,15.74,0,0,12.6,14.2,221.1,3,18.79,83.5,0,349.7,63,96,75,415,0,MO,1901,0
120,4.56,11.54,0,0,16.9,31.57,235.1,6,19.98,185.7,0,256.4,149,133,78,415,0,TN,1902,0
57,3.29,10.65,17,1,12.2,40.21,163.1,3,13.86,236.5,1,236.7,94,94,117,415,2,WV,1903,0
158,2.32,9.95,0,0,8.6,26.5,224.2,8,19.06,155.9,0,221.0,112,123,116,510,2,CA,1904,0
84,3.86,9.06,0,0,14.3,38.4,275.6,3,23.43,225.9,0,201.4,105,86,108,415,3,KS,1905,1
117,2.65,9.43,0,0,9.8,40.78,174.8,2,14.86,239.9,0,209.5,106,84,93,408,0,AZ,1906,0
139,4.0,7.33,20,0,14.8,36.48,235.1,12,19.98,214.6,1,162.8,132,101,132,415,0,MI,1907,0
117,4.19,9.22,0,0,15.5,28.7,241.4,4,20.52,168.8,0,204.8,107,137,106,415,0,DE,1908,0
69,4.43,12.24,27,0,16.4,45.7,246.6,3,20.96,268.8,1,271.9,89,78,102,510,0,MS,1909,0
100,2.65,13.05,38,0,9.8,38.2,294.0,6,24.99,224.7,1,290.0,131,121,61,510,0,WI,1910,0
131,3.13,6.8,0,0,11.6,33.49,201.0,5,17.09,197.0,0,151.2,114,79,111,408,1,GA,1911,0
45,3.59,11.97,0,0,13.3,35.92,165.7,6,14.08,211.3,0,265.9,97,87,72,415,1,IA,1912,0
105,2.3,12.26,23,0,8.5,32.9,220.2,5,18.72,193.5,1,272.4,90,85,111,415,0,ND,1913,0
64,3.83,2.59,0,0,14.2,27.64,152.3,3,12.95,162.6,0,57.5,109,83,122,510,1,NJ,1914,0
62,3.02,11.03,0,0,11.2,30.99,328.2,1,27.9,182.3,0,245.0,93,101,131,408,2,DE,1915,0
21,3.05,12.83,0,0,11.3,15.74,161.9,3,13.76,92.6,0,285.0,70,95,78,415,5,KY,1916,1
125,2.46,7.89,39,0,9.1,40.14,289.2,4,24.58,236.1,1,175.4,110,107,107,415,2,GA,1917,0
60,2.0,9.12,0,0,7.4,37.59,178.6,3,15.18,221.1,0,202.7,48,106,90,510,1,ID,1918,0
112,3.02,8.46,0,0,11.2,28.99,193.2,6,16.42,170.5,0,188.0,129,113,91,415,0,KY,1919,0
144,1.0,9.97,38,0,3.7,17.85,121.8,4,10.35,105.0,1,221.5,123,86,122,510,0,WV,1920,0
153,2.3,8.22,0,0,8.5,32.95,195.3,3,16.6,193.8,0,182.7,121,90,108,415,1,NJ,1921,0
133,3.29,11.72,0,0,12.2,27.56,212.1,5,18.03,162.1,0,260.4,94,91,78,408,1,NH,1922,0
30,2.75,11.12,0,0,10.2,9.18,179.3,8,15.24,54.0,0,247.2,96,68,101,408,1,MN,1923,0
197,2.57,8.23,0,0,9.5,39.76,218.9,3,18.61,233.9,0,182.9,111,96,109,415,0,IA,1924,0
90,2.48,12.46,0,0,9.2,30.46,210.7,6,17.91,179.2,0,276.9,99,77,58,415,2,AZ,1925,0
75,2.11,6.91,0,1,7.8,26.04,210.8,3,17.92,153.2,0,153.5,99,78,100,510,1,LA,1926,0
143,3.78,8.08,0,0,14.0,35.55,106.1,6,9.02,209.1,0,179.6,80,127,90,415,0,NV,1927,0
77,3.32,11.36,0,0,12.3,24.63,151.3,3,12.86,144.9,0,252.4,115,136,73,510,2,VA,1928,0
53,3.13,10.99,0,0,11.6,9.78,265.5,6,22.57,57.5,0,244.3,131,95,128,415,3,MI,1929,0
119,2.7,10.31,0,0,10.0,44.22,256.5,2,21.8,260.1,0,229.1,68,101,89,408,1,PA,1930,1
142,1.73,11.88,40,0,6.4,39.22,256.8,3,21.83,230.7,1,263.9,88,101,92,510,1,PA,1931,0
18,2.21,11.28,0,0,8.2,46.51,114.6,4,9.74,273.6,0,250.6,116,93,120,408,1,MD,1932,0
117,2.67,6.69,0,0,9.9,36.45,138.0,1,11.73,214.4,0,148.7,149,94,102,510,2,NC,1933,0
127,2.38,5.72,0,0,8.8,23.73,240.9,4,20.48,139.6,0,127.1,112,94,88,408,2,OH,1934,0
123,2.65,9.67,0,0,9.8,35.87,217.0,7,18.45,211.0,0,214.8,102,92,104,415,3,DC,1935,0
33,2.03,6.71,0,0,7.5,31.03,232.1,2,19.73,182.5,0,149.2,96,65,82,510,2,CT,1936,0
87,2.62,9.18,0,0,9.7,25.67,219.7,3,18.67,151.0,0,203.9,116,83,127,415,5,WY,1937,1
126,2.35,10.04,31,0,8.7,47.26,253.2,4,21.52,278.0,1,223.2,65,88,114,415,0,AK,1938,0
128,2.7,11.01,25,0,10.0,45.07,197.4,3,16.78,265.1,1,244.7,99,110,91,415,1,KS,1939,0
115,3.35,9.77,0,1,12.4,30.6,198.8,3,16.9,180.0,0,217.1,126,119,70,415,1,NC,1940,0
116,2.4,7.14,0,0,8.9,41.8,240.1,5,20.41,245.9,0,158.7,87,73,89,415,3,CT,1941,0
75,3.54,7.31,0,0,13.1,32.39,178.4,5,15.16,190.5,0,162.4,75,91,113,415,1,RI,1942,0
131,3.54,8.09,0,0,13.1,16.05,215.1,9,18.28,94.4,0,179.7,101,80,108,408,2,DE,1943,0
91,2.84,8.53,0,0,10.5,22.75,158.8,2,13.5,133.8,0,189.6,96,61,92,415,1,MN,1944,0
182,1.76,11.55,0,0,6.5,11.75,230.3,4,19.58,69.1,0,256.7,109,114,96,415,0,NM,1945,0
122,2.08,7.65,28,0,7.7,28.22,233.9,3,19.88,166.0,1,170.1,88,62,84,510,2,WI,1946,0
128,1.86,8.47,0,0,6.9,25.11,283.3,5,24.08,147.7,0,188.3,83,94,124,415,2,LA,1947,0
71,3.32,10.16,0,0,12.3,35.9,252.7,3,21.48,211.2,0,225.8,122,70,104,415,0,CO,1948,0
86,3.38,11.12,0,0,12.5,25.64,295.9,1,25.15,150.8,0,247.2,88,85,104,408,1,AK,1949,0
61,3.75,5.88,0,0,13.9,39.81,216.7,2,18.42,234.2,0,130.6,108,76,122,415,1,OR,1950,0
93,2.19,5.83,0,0,8.1,32.42,218.2,3,18.55,190.7,0,129.6,111,114,121,510,3,VT,1951,0
97,2.32,8.33,32,0,8.6,15.3,276.3,6,23.49,90.0,1,185.2,113,87,107,408,2,NH,1952,1
61,2.75,7.83,40,0,10.2,17.85,180.6,2,15.35,105.0,1,174.1,100,78,115,408,2,PA,1953,1
140,2.78,9.92,0,0,10.3,27.05,269.8,4,22.93,159.1,0,220.4,106,104,116,415,1,ME,1954,0
162,2.46,6.97,0,0,9.1,12.02,157.5,3,13.39,70.7,0,154.8,87,108,82,415,4,MS,1955,1
